,title,sector,website,phoneNumber,address
206,Production Sawing,Metal workshop,business.site,+1 503-624-0355,"18143 S.W. Boones Ferry Road, Tigard, OR 97224, United States"
207,"West Coast Insurance Brokers, Inc.",Insurance broker,westcoastinsurancebrokers.com,+1 503-268-7432,
208,Emerald Staffing,Employment agency,emeraldstaffing.com,+1 503-212-0000,"5285 Meadows Rd Suite 190, Lake Oswego, OR 97035, United States"
209,Canton Phoenix,Chinese restaurant,cantonphoenix.com,,"14455 SW Pacific Hwy, Portland, OR 97224, United States"
210,Bruner Plumbing Inc,Plumber,brunerplumbing.com,+1 503-624-4880,"9394 SW Tigard St, Tigard, OR 97223, United States"
211,Metro Gymnastics Center,Gymnastics center,metrogymnastics.com,+1 503-620-8939,"18084 SW Lower Boones Ferry Rd, Portland, OR 97224, United States"
212,In Style Nails Inc,Nail salon,in-style-nails-inc.poi.place,+1 503-968-3270,"7146 SW Hazel Fern Rd, Portland, OR 97224, United States"
213,Performance Improvement Associates,Consultant,piassociates.co,+1 503-590-0219,"15052 SW Peachtree Dr, Tigard, OR 97224, United States"
214,"Andersen Mechanical, Inc",Heating contractor,andersenmechanical.com,+1 503-992-6664,"16285 SW 85th Ave #410, Tigard, OR 97224, United States"
215,Advantage Graphics,Graphic designer,advantagegraphics.com,+1 503-684-2829,"18101 SW Boones Ferry Rd #280, Portland, OR 97224, United States"
216,Westlake Consultants Inc.,Land surveyor,westlakeconsultants.com,+1 503-684-0652,"15115 SW Sequoia Pkwy Suite 150, Tigard, OR 97224, United States"
217,"CTX, A Xerox Company",Corporate office,ctx-xerox.com,+1 503-620-0202,"16640 SW 72nd Ave, Portland, OR 97224, United States"
218,Don Frank Floors,Wood floor installation service,donfrankfloors.com,+1 503-235-5447,"15550 SE Piazza Ave, Clackamas, OR 97015, United States"
219,Portland Cleanpro - Carpet Cleaning Company,Upholstery cleaning service,portlandcleanpro.com,+1 503-563-5451,
220,"Columbia Consulting Group, LLC.",Marketing consultant,columbiaconsultinggroupllc.com,+1 503-706-5355,
221,Dishworks Satellite Company,Satellite communication service,dishworks.biz,+1 503-669-2600,"24023 NE Shea Ln UNIT 101, Wood Village, OR 97060, United States"
222,KY-RO INC.,Metal working shop,ky-ro.com,+1 503-443-2400,"18209 SW Boones Ferry Rd, Tigard, OR 97224, United States"
223,Budget Blinds East Inc,Window treatment store,budgetblinds.com,+1 503-590-4333,
224,Turner Construction Co,General contractor,turnerconstruction.com,+1 503-226-9825,"1155 SW Morrison St #600, Portland, OR 97205, United States"
225,"Axiom Industries, Inc.",Manufacturer,axiomindustriesinc.com,+1 503-620-2439,"18300 SW Boones Ferry Rd, Tigard, OR 97224, United States"
226,Carruth Compliance,Financial consultant,ncompliance.com,+1 503-968-8961,"11515 SW Durham Rd e10, Tigard, OR 97224, United States"
227,"Meyer Sign Co. of Oregon, Inc.",Sign shop,meyersignco.com,+1 503-620-8200,"15205 SW 74th Ave, Tigard, OR 97224, United States"
228,WDI Co of Oregon Inc,Mover,wdico.com,+1 503-597-0810,"7342 SW Kable Ln, Portland, OR 97224, United States"
229,Chemwest Systems Inc.,Corporate office,chemwest.com,+1 503-639-6414,"15865 SW 72ND AVE BLDG C, Portland, OR 97224, United States"
230,Soft Surroundings,Beauty supply store,softsurroundings.com,+1 971-245-1110,"7475 SW Bridgeport Rd, Tigard, OR 97224, United States"
231,Oregon Laminations Co,Lamination service,oregonlam.com,+1 503-684-6570,"16156 SW 72nd Ave, Portland, OR 97224, United States"
232,Awesome Kabob,Food court,awesomekabob.business.site,+1 503-442-0769,"4237 N Mississippi Ave, Portland, OR 97217, United States"
233,Commonwealth Real Estate Services,Property management company,cwres.com,+1 503-244-2300,"18150 SW Boones Ferry Rd, Portland, OR 97224, United States"
234,Proserve Inc.,Process server,proservedelivers.com,+1 503-828-9080,"16625 SW Monterey Ln, Portland, OR 97224, United States"
235,Paradise Auto Care,Auto repair shop,paradiseautocare.com,+1 503-968-2855,"15575 SW 74th Ave, Tigard, OR 97224, United States"
236,Foxy’s,Lottery retailer,business.site,,"14297 SW Pacific Hwy, Tigard, OR 97224, United States"
237,A Cut Above Exteriors,Siding contractor,acutaboveexteriors.com,+1 503-643-1121,"18151 SW Boones Ferry Rd #2, Portland, OR 97224, United States"
238,"Advanced Communications Services, Inc.",Telecommunications equipment supplier,advcomserv.com,+1 503-598-7082,"8184 SW Durham Rd, Portland, OR 97224, United States"
239,"Froelich Engineers, Inc.",Structural engineer,froelich-engineers.com,+1 503-624-7005,"17700 SW Upper Boones Ferry Rd suite 115, Portland, OR 97224, United States"
240,"Jack's Overhead Door, Inc.",Garage door supplier,jacksoverheaddoor.com,+1 503-639-4440,"18083 SW Lower Boones Ferry Rd, Portland, OR 97224, United States"
241,Anderson Door and Window Mechanics Inc,Repair service,adwm.net,+1 503-855-6879,"16285 SW 85th Ave #405, Tigard, OR 97224, United States"
242,Derek Williams - COUNTRY Financial representative,Insurance agency,countryfinancial.com,+1 503-620-4866,"7455 SW Bridgeport Rd Ste 200, Tigard, OR 97224, United States"
243,"Winterbloom, Inc.",Landscape designer,winterbloominc.com,+1 503-598-0219,
244,Red Maple Construction Inc.,Construction company,redmaplepdx.com,+1 503-724-7821,"4110 SW 203rd Ave, Aloha, OR 97007, United States"
245,Stauffer-Cisco Supply,Fastener supplier,stauffer-cisco.com,+1 503-531-8557,"16416 SW 72nd Ave, Portland, OR 97224, United States"
246,"Ad Specialties of Oregon NW, Inc.",Promotional products supplier,asonw.com,+1 503-829-2402,"806 E 7th St, Molalla, OR 97038, United States"
247,Edgewater Funding,Mortgage lender,edgewaterfunding.com,+1 503-726-0575,"18270 SW Boones Ferry Rd #4, Portland, OR 97224, United States"
248,Keller Williams Realty Portland Premiere,Real estate agency,yourkwoffice.com,+1 503-597-2444,"7504 SW Bridgeport Rd, Portland, OR 97224, United States"
249,"The Merger Expert, Inc.",Business to business service,themergerexpert.com,+1 503-746-6736,"16578 SW 72nd Ave, Portland, OR 97224, United States"
250,Technology By O'Brien System Inc,Audio visual equipment supplier,oregcompanies.com,+1 503-598-8968,"6750 SW Bradbury Ct, Portland, OR 97224, United States"
251,Fairway America,Investment company,fairwayamerica.com,+1 503-906-9100,"16150 SW Upper Boones Ferry Rd, Portland, OR 97224, United States"
252,"Rogers Machinery Company, Inc.",Air compressor repair service,rogers-machinery.com,+1 503-639-6151,"14600 SW 72nd Ave, Portland, OR 97224, United States"
253,"Columbia Consulting Group, LLC.",Marketing consultant,columbiaconsultinggroupllc.com,+1 503-706-5355,
254,Whole Foods Market,Grocery store,wholefoodsmarket.com,+1 503-639-6500,"7380 SW Bridgeport Rd, Tigard, OR 97224, United States"
255,Painting Indeed,Painting,paintingindeed.com,+1 503-260-1459,"16385 SW Kessler Ln, Tigard, OR 97224, United States"
256,Bateman Construction Inc,Home builder,batemanconstruct.com,+1 708-533-0609,"4991 SW Nevada Ct, Portland, OR 97219, United States"
257,LakeSide Mercedes Repair,Auto repair shop,lakesidemercedesrepair.com,+1 503-620-8021,"7390 SW Bonita Rd, Tigard, OR 97224, United States"
258,Johnson Land Surveying,Land surveyor,jlsurvey.com,+1 503-407-9966,"10185 SW Hoodview Dr, Tigard, OR 97224, United States"
259,Oregon Freedom Distribution Inc.,Electronics company,business.site,+1 503-621-7902,
260,Pro.com - Home Construction & Remodeling,General contractor,pro.com,+1 503-445-3941,
261,Gardener's Choice,Garden center,gardenerschoicetigard.com,+1 503-684-2727,"14240 SW Pacific Hwy, Tigard, OR 97224, United States"
262,Commercial Real Estate NW / KW Commercial,Commercial real estate agency,commercialrenw.com,+1 503-309-5106,"16365 Boones Ferry Rd, Lake Oswego, OR 97035, United States"
263,"Bernard Painting, Inc",Painter,bernardpainting.com,+1 503-590-0123,
264,Novak Architecture,Architect,novakarchitecture.com,+1 503-352-4987,"17020 SW Upper Boones Ferry Rd #200, Portland, OR 97224, United States"
265,MORE Realty Portland,Real estate agents,morerealty.com,+1 503-353-6673,"16037 SW Upper Boones Ferry Rd Suite 150, Portland, OR 97224, United States"
266,Interstate Roofing Inc.,Roofing contractor,interstateroofing.com,+1 503-684-5611,"15065 SW 74th Ave, Portland, OR 97224, United States"
267,Portland Bartender Express LLC,Bar,portlandbartenderexpress.com,+1 971-222-4370,
268,Debbie Stoppa - Keller Williams Realty Professionals,Real estate agents,debbiestoppa.kw.com,+1 503-998-7963,
269,Wagner-Smith Equipment Co.,Equipment rental agency,wagnersmith.com,+1 503-692-0979,"19020 SW Cipole Rd # B, Tualatin, OR 97062, United States"
270,a Day in the Light Photography,Photographer,adayinthelightphotography.com,+1 503-662-2614,
271,SQ Merchant Services,ATM,sqmerchantservices.com,+1 833-564-7355,
272,Burger King,Fast food restaurant,burgerking.com,+1 503-620-0287,"17971 SW McEwan Rd, Tigard, OR 97224, United States"
273,Service Partners,Building materials supplier,service-partners.com,+1 503-598-7060,"16320 SW 72nd St Bldg 3 Bldg 3, Tigard, OR 97224, United States"
274,Cascade Investment Advisors,Financial consultant,cascadeinvestors.com,+1 503-417-1950,"503 High Street, Oregon City, OR 97045, United States"
275,Jill Maronde Nutrition,Nutritionist,jillmaronde.com,+1 503-706-2705,"15895 SW 72nd Ave #120, Portland, OR 97224, United States"
276,PWCC Marketplace,Investment service,pwccmarketplace.com,,"7560 SW Durham Rd, Tigard, OR 97224, United States"
277,lululemon,Sportswear store,shop.lululemon.com,+1 503-620-7438,"7381B SW Bridgeport Rd, Tigard, OR 97224, United States"
278,Tigard Transit Center,Bus station,trimet.org,+1 503-238-7433,"8960 SW Commercial St, Portland, OR 97223, United States"
279,Lunabean Media,Website designer,lunabeanmedia.com,+1 503-941-0660,"17158 SW Boones Ferry Rd, Portland, OR 97224, United States"
280,JR Concrete Pumping,Concrete contractor,jr-concrete-pumping-portland.com,+1 971-732-3124,
281,Fidelity Investments,Investment service,fidelity.com,+1 800-922-4307,"7493 SW Bridgeport Rd, Tigard, OR 97224, United States"
282,An Organized Outlook,Professional organizer,anorganizedoutlook.com,+1 503-495-3833,
283,Maid Brigade of West Portland,House cleaning service,maidbrigade.com,+1 503-624-3935,"7390 SW Bonita Rd #B, Tigard, OR 97224, United States"
284,"RAS Group, LLC",Tax preparation service,rasgroupllc.com,+1 503-684-8421,"7148 SW Gonzaga St, Tigard, OR 97223, United States"
285,Samara Capital,Financial institution,samara-capital.com,+1 503-741-2167,"15350 SW Sequoia Pkwy #250b, Portland, OR 97224, United States"
286,Windermere Bridgeport Realty Group,Real estate agency,windermere.com,+1 503-639-7914,"16760 SW Upper Boones Ferry Rd Suite 103, Portland, OR 97224, United States"
287,Inhabit Real Estate,Real estate agency,inhabitre.com,+1 503-762-7958,"3121 SE Division St, Portland, OR 97202, United States"
288,Twigs Bistro and Martini Bar,,twigsbistro.com,+1 503-430-0769,"17003 SW 72nd Ave, Tigard, OR 97224, United States"
289,"Clarity Capital Management, LLC",Financial planner,claritycapitalmgmt.com,+1 503-388-5781,"13500 SW Pacific Hwy ste 58-162, Portland, OR 97223, United States"
290,Columbia Gunsmithing,Gun shop,columbiagunsmithing.com,+1 503-819-8832,"15995 SW 74th Ave #150, Tigard, OR 97224, United States"
291,Gadinas Peter J,Attorney,gadinaslaw.com,+1 503-603-0202,"7455 SW Bridgeport Rd #205, Portland, OR 97224, United States"
292,Portland Kayak Company,Canoe & kayak store,portlandkayak.com,+1 503-459-4050,"6600 S Macadam Ave, Portland, OR 97239, United States"
293,Summerwood Family Dental,Dentist,summerwoodfamilydental.com,+1 503-906-8600,"18035 SW Lower Boones Ferry Rd, Tigard, OR 97224, United States"
294,Bridgeport Village,Shopping mall,bridgeport-village.com,+1 503-968-1704,"7455 SW Bridgeport Rd, Tigard, OR 97224, United States"
295,The Courte at Citrus Heights,Assisted living facility,frontiermgmt.com,+1 916-721-0644,"6825 Sunrise Blvd, Citrus Heights, CA 95610, United States"
296,The Pavilion at El Dorado Hills,Assisted living facility,frontiermgmt.com,+1 916-542-3452,"2288 Francisco Dr, El Dorado Hills, CA 95762, United States"
297,"Frontier Management, LLC",Assisted living facility,frontiermgmt.com,+1 503-443-1818,"7420 SW Bridgeport Rd, Portland, OR 97224, United States"
298,Tigard Plumbing & Heating,Plumber,orplumbingheating.com,+1 503-642-7917,"20205 SW Celebrity St, Beaverton, OR 97007, United States"
299,Bridgetown Wealth Management,Financial planner,bridgetownwealthmanagement.com,+1 503-280-7155,"700 NE Multnomah St #820, Portland, OR 97232, United States"
300,Studio 16 | Hair by Jen,Hair salon,studio16.net,+1 503-984-4808,"18081 SW Lower Boones Ferry Rd, Portland, OR 97224, United States"
301,Pinnacle Chiropractic Wellness,Chiropractor,pcwpnw.com,+1 503-746-5667,"18000 SW Upper Boones Ferry Rd, Portland, OR 97224, United States"
302,JB Industrial Sales LLC,Industrial equipment supplier,hardtofindvalves.com,+1 503-224-2797,"11021 N Vancouver Way, Portland, OR 97217, United States"
303,PDX RV LLC,RV supply store,pdxrvwholesale.com,+1 503-327-8712,"8405 SE 32nd Ave, Portland, OR 97222, United States"
304,Gael Holiday Homes,,gaelholidayhomes.co.uk,+44 1349 800153,"Stafford House, High St, Dingwall IV15 9SS, United Kingdom"
305,Nadia Joyce Photography,Wedding photographer,nadiajoycephotography.com,,
306,Parklane Mattresses,Mattress store,shopbedmart.com,+1 503-894-9471,"1815 NE Broadway, Portland, OR 97232, United States"
307,The Clark Group,Real estate agency,clarkgrouprealtors.com,+1 503-336-7317,"7504 SW Bridgeport Rd, Portland, OR 97224, United States"
308,Farmers Insurance - Zahira Cabral,Insurance agency,agents.farmers.com,+1 503-601-2077,"10580 SW McDonald St Ste 203, Tigard, OR 97224, United States"
309,Creative Kidz Preschool & Daycare Tigard,Day care center,creativekidzpreschool.com,+1 503-430-5106,"14361 SW Pacific Hwy, Portland, OR 97224, United States"
310,ToyHive,Toy store,toyhive.com,,
311,Parkwood Clinic Speech and Language Therapy Bridgeport,Speech pathologist,parkwoodclinic.com,+1 503-850-2554,"17020 SW Upper Boones Ferry Rd #201, Portland, OR 97224, United States"
312,Woodcraft of Portland,Woodworking supply store,woodcraft.com,+1 503-684-1428,"12020 SW Main St, Tigard, OR 97223, United States"
313,The Virtual Realty Group,Real estate agency,besthomespdx.com,+1 503-213-3767,
314,Pro Lawn Maintenance,Landscaper,tigardprolawnmaintenance.com,+1 971-770-8300,
315,Health e Practice Solutions,Health consultant,healthepracticesolutions.com,+1 503-953-8452,"15895 SW 72nd Ave #210, Portland, OR 97224, United States"
316,Geese Guys,Bird control service,geeseguys.com,+1 844-684-3373,
317,University Compounding Pharmacy,Pharmacy,univrx.com,+1 248-267-5002,"6054 Livernois Rd, Troy, MI 48098, United States"
318,Diana Paul Design,Interior designer,dianapauldesign.com,+1 503-539-6241,"1001 SE Water Ave #110, Portland, OR 97214, United States"
319,Portland International Airport,Airport,flypdx.com,+1 503-460-4234,"7000 NE Airport Way, Portland, OR 97218, United States"
320,"Columbia Consulting Group, LLC.",Marketing consultant,columbiaconsultinggroupllc.com,+1 503-706-5355,
321,Mel Marzahl - Realtor,Real estate agents,homesnap.com,+1 503-443-5382,
322,Le D Bug Boutique,Children's clothing store,ledbugboutique.com,+1 503-746-7348,"7453 SW Bridgeport Rd, Tigard, OR 97224, United States"
323,Cornerstone Chiropractic,Chiropractor,cornerstonechiropractic.com,+1 503-639-0778,"11565 SW Durham Rd, Tigard, OR 97224, United States"
324,Latino Tax & Business Consulting,Tax preparation service,latinotaxbusinessconsulting.com,+1 503-305-8722,"14917 SE 82nd Dr, Clackamas, OR 97015, United States"
325,Centercal Properties,Property management company,centercal.com,+1 503-968-8940,"7455 SW Bridgeport Rd #215, Tigard, OR 97224, United States"
326,Specialized Mastering,Recording studio,specializedmastering.com,+1 503-866-8383,"15438 SW 81st Ave, Portland, OR 97224, United States"
327,"J Curtis Carpet Cleaning Inc | Carpet Repair, Carpet Cleaner, Carpet Repair Service in Tigard OR",Carpet cleaning service,jccarpetservice.com,+1 503-246-0989,
328,Lifetime Remodeling Systems,Remodeler,lifetime-remodeling.com,+1 503-242-4242,"7301 SW Kable Ln STE 300, Portland, OR 97224, United States"
329,Fidelity Investments,Investment service,fidelity.com,+1 800-922-4307,"7493 SW Bridgeport Rd, Tigard, OR 97224, United States"
330,Royal Vending,Vending machine supplier,royalvendingnw.com,+1 503-704-9759,"6777 SW Bonita Rd #120, Tigard, OR 97224, United States"
331,Matt Sander Landscape Services,Landscape lighting designer,mattsanderlandscapeservices.com,+1 503-747-0305,"15655 SW 74th Ave Suite 200, Portland, OR 97224, United States"
332,Linepro Football Training Center,Gym,lineprotraining.com,+1 503-853-3456,
333,Sellwood Consulting LLC,Financial consultant,sellwoodconsulting.com,+1 503-596-2880,"6650 SW Redwood Ln #370, Portland, OR 97224, United States"
334,The Waffle Window,Breakfast restaurant,wafflewindow.com,+1 503-620-8029,"7411 SW Bridgeport Rd, Tigard, OR 97224, United States"
335,Advantage Locksmith Portland,Locksmith,advantagelocksmithportland.com,+1 503-946-9522,"8104 SW Durham Rd, Portland, OR 97224, United States"
336,AMS Association Management Services NW Portland OR,Property management company,ams-nw.com,+1 503-598-0552,"15350 SW Sequoia Pkwy Ste 200, Portland, OR 97224, United States"
337,Amazing Cleaning Services,House cleaning service,amazingcleaningservices.net,+1 503-547-5738,
338,EVIO Labs - Portland,Biochemistry lab,eviolabs.com,+1 503-954-3992,"14775 SW 74th Ave, Tigard, OR 97224, United States"
339,"Bull's Eye Home Inspections, LLC",Home inspector,behi-pdx.com,+1 503-267-6114,"14518 SW Crestridge Ct, Portland, OR 97224, United States"
